Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_1 Spectral Count	control_2 Spectral Count	control_3 Spectral Count	control_4 Spectral Count	control_5 Spectral Count	control_6 Spectral Count	control_1 Unique Spectral Count	control_2 Unique Spectral Count	control_3 Unique Spectral Count	control_4 Unique Spectral Count	control_5 Unique Spectral Count	control_6 Unique Spectral Count	control_1 Total Spectral Count	control_2 Total Spectral Count	control_3 Total Spectral Count	control_4 Total Spectral Count	control_5 Total Spectral Count	control_6 Total Spectral Count	control_1 Intensity	control_2 Intensity	control_3 Intensity	control_4 Intensity	control_5 Intensity	control_6 Intensity	control_1 MaxLFQ Intensity	control_2 MaxLFQ Intensity	control_3 MaxLFQ Intensity	control_4 MaxLFQ Intensity	control_5 MaxLFQ Intensity	control_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q969J3|BORC5_HUMAN	Q969J3	BORC5_HUMAN	BORCS5	196	Homo sapiens	1:Experimental evidence at protein level	BLOC-1-related complex subunit 5	0.9511	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16967.852	20578.34	22358.574	26664.074	26730.848	25332.54	0.0	0.0	0.0	0.0	0.0	0.0	tr|G3V1P3|G3V1P3_HUMAN
sp|Q969K3|RNF34_HUMAN	Q969K3	RNF34_HUMAN	RNF34	372	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF34	1.0	0.999	2	13	0	13	4	1	2	4	2	0	0	0	0	0	0	0	4	1	2	4	2	0	28511.113	26480.766	33799.535	23559.588	13449.004	0.0	15801.831	14745.762	18136.96	13100.89	0.0	0.0	tr|H7BYJ1|H7BYJ1_HUMAN
sp|Q969M3|YIPF5_HUMAN	Q969M3	YIPF5_HUMAN	YIPF5	257	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF5	0.9511	0.999	1	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	20539.926	20958.05	23574.922	15922.067	0.0	25428.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969M7|UBE2F_HUMAN	Q969M7	UBE2F_HUMAN	UBE2F	185	Homo sapiens	1:Experimental evidence at protein level	NEDD8-conjugating enzyme UBE2F	1.0	0.999	2	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	38955.914	43426.055	36376.84	41834.785	43136.293	47084.04	0.0	0.0	0.0	0.0	0.0	0.0	tr|C9J9P8|C9J9P8_HUMAN, tr|F8WD80|F8WD80_HUMAN, tr|F8WDQ9|F8WDQ9_HUMAN, tr|H3BSR4|H3BSR4_HUMAN
sp|Q969P6|TOP1M_HUMAN	Q969P6	TOP1M_HUMAN	TOP1MT	601	Homo sapiens	1:Experimental evidence at protein level	DNA topoisomerase I, mitochondrial	1.0	0.999	5	2	1	23	0	2	0	0	0	0	0	1	0	0	0	0	3	6	2	3	4	5	8671.075	33704.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969Q5|RAB24_HUMAN	Q969Q5	RAB24_HUMAN	RAB24	203	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-24	1.0	0.999	4	9	0	9	2	2	1	3	0	1	0	0	0	0	0	0	2	2	1	3	0	1	123178.09	95569.59	97134.64	131223.64	104371.375	114536.34	86945.055	76567.66	68524.51	84882.945	81697.08	84344.99	
sp|Q969R5|LMBL2_HUMAN	Q969R5	LMBL2_HUMAN	L3MBTL2	705	Homo sapiens	1:Experimental evidence at protein level	Lethal(3)malignant brain tumor-like protein 2	1.0	0.999	3	5	1	5	2	1	0	2	0	0	0	1	0	0	0	0	2	1	0	2	0	0	57129.297	41554.117	21832.258	34575.688	17677.875	16487.834	21978.443	19302.623	14164.673	15050.425	0.0	0.0	
sp|Q969S3|ZN622_HUMAN	Q969S3	ZN622_HUMAN	ZNF622	477	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic 60S subunit biogenesis factor ZNF622	1.0	0.999	7	52	52	52	11	9	7	8	8	9	11	9	7	8	8	9	11	9	7	8	8	9	465881.0	445004.53	327940.28	412262.12	423255.75	427310.8	107184.83	107322.984	103266.195	103617.58	105245.59	103088.17	
sp|Q969S9|RRF2M_HUMAN	Q969S9	RRF2M_HUMAN	GFM2	779	Homo sapiens	1:Experimental evidence at protein level	Ribosome-releasing factor 2, mitochondrial	1.0	0.999	3	8	3	8	2	1	0	1	3	1	1	1	0	0	1	0	2	1	0	1	3	1	74751.31	53682.82	44390.21	54258.66	78337.96	83299.19	29479.68	29394.977	24417.227	29917.885	31574.842	33796.05	
sp|Q969T4|UB2E3_HUMAN	Q969T4	UB2E3_HUMAN	UBE2E3	207	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 E3	0.9994	0.999	4	9	0	28	2	2	1	2	1	1	0	0	0	0	0	0	4	4	5	5	4	6	106507.125	99073.16	96232.375	101208.07	98986.234	95767.9	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q96LR5|UB2E2_HUMAN, tr|A0A1B0GX65|A0A1B0GX65_HUMAN, tr|R4GND1|R4GND1_HUMAN
sp|Q969T7|5NT3B_HUMAN	Q969T7	5NT3B_HUMAN	NT5C3B	300	Homo sapiens	1:Experimental evidence at protein level	7-methylguanosine phosphate-specific 5'-nucleotidase	1.0	0.999	3	10	0	10	3	1	1	1	3	1	0	0	0	0	0	0	3	1	1	1	3	1	60000.977	72816.72	87413.45	89182.93	93922.55	78791.12	35061.754	49211.656	51456.312	49946.055	55615.99	46896.355	
sp|Q969T9|WBP2_HUMAN	Q969T9	WBP2_HUMAN	WBP2	261	Homo sapiens	1:Experimental evidence at protein level	WW domain-binding protein 2	1.0	0.999	5	15	0	15	5	2	2	2	2	2	0	0	0	0	0	0	5	2	2	2	2	2	252702.81	235854.66	234474.06	244227.86	263158.0	257896.22	95970.57	92301.97	97466.51	100985.68	102161.85	97655.81	tr|A6NG10|A6NG10_HUMAN, tr|K7EMC9|K7EMC9_HUMAN
sp|Q969U7|PSMG2_HUMAN	Q969U7	PSMG2_HUMAN	PSMG2	264	Homo sapiens	1:Experimental evidence at protein level	Proteasome assembly chaperone 2	1.0	0.999	6	26	0	26	3	7	3	4	5	4	0	0	0	0	0	0	3	7	3	4	5	4	319314.25	345220.88	373172.56	388115.22	390640.97	372922.2	104247.1	108028.375	120518.48	124836.664	131766.34	125554.22	tr|A0A8V8TNA9|A0A8V8TNA9_HUMAN
sp|Q969V6|MRTFA_HUMAN	Q969V6	MRTFA_HUMAN	MRTFA	931	Homo sapiens	1:Experimental evidence at protein level	Myocardin-related transcription factor A	0.999	0.999	2	3	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	10954.158	31282.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A087WU73|A0A087WU73_HUMAN, tr|A0A087X287|A0A087X287_HUMAN, tr|A0A494BZX7|A0A494BZX7_HUMAN, tr|A0A499FIJ6|A0A499FIJ6_HUMAN, tr|B0QY83|B0QY83_HUMAN, tr|W0Z7M9|W0Z7M9_HUMAN
sp|Q969X1|LFG3_HUMAN	Q969X1	LFG3_HUMAN	TMBIM1	311	Homo sapiens	1:Experimental evidence at protein level	Protein lifeguard 3	0.9006	0.9978	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	32705.26	0.0	27898.594	41635.215	44443.844	41793.23	0.0	0.0	0.0	0.0	0.0	0.0	tr|B4DUD2|B4DUD2_HUMAN, tr|C9IYT2|C9IYT2_HUMAN, tr|C9IZ27|C9IZ27_HUMAN, tr|C9JAK9|C9JAK9_HUMAN, tr|C9JAP5|C9JAP5_HUMAN, tr|C9JDV0|C9JDV0_HUMAN, tr|C9JEN3|C9JEN3_HUMAN, tr|C9JI44|C9JI44_HUMAN, tr|C9JM62|C9JM62_HUMAN, tr|C9JN47|C9JN47_HUMAN, tr|C9JW19|C9JW19_HUMAN, tr|C9JWV9|C9JWV9_HUMAN, tr|F8WDY4|F8WDY4_HUMAN
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 4 homolog	1.0	0.999	17	144	0	144	26	23	23	24	19	29	0	0	0	0	0	0	26	23	23	24	19	29	1114882.0	1086751.5	1027341.8	1063896.0	1036964.1	1160569.4	168587.1	182831.1	159054.61	165147.48	171182.89	175395.42	
sp|Q969Y2|GTPB3_HUMAN	Q969Y2	GTPB3_HUMAN	GTPBP3	492	Homo sapiens	1:Experimental evidence at protein level	tRNA modification GTPase GTPBP3, mitochondrial	0.9514	0.999	1	4	4	4	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	28246.83	19702.111	22933.266	29283.68	28805.37	24580.682	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 4	1.0	0.999	21	186	19	186	30	30	33	33	32	28	3	4	3	2	2	5	30	30	33	33	32	28	1199959.9	1186195.4	1110379.2	1148926.2	1133628.1	1191405.2	147830.9	150532.48	139370.56	137933.66	142646.1	141533.86	
sp|Q96A00|PP14A_HUMAN	Q96A00	PP14A_HUMAN	PPP1R14A	147	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14A	1.0	0.999	3	47	0	47	12	5	6	7	7	10	0	0	0	0	0	0	12	5	6	7	7	10	110368.55	105301.31	104014.7	62299.695	86040.95	96987.73	39365.85	38581.383	40902.07	41793.684	29516.336	37029.16	
sp|Q96A08|H2B1A_HUMAN	Q96A08	H2B1A_HUMAN	H2BC1	127	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-A	1.0	0.999	6	11	11	116	2	2	2	2	2	1	2	2	2	2	2	1	18	21	20	19	20	18	54794.965	58836.92	58694.797	62662.83	65475.254	53252.85	34328.37	36911.004	35988.457	37605.516	39648.957	32673.836	
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens	1:Experimental evidence at protein level	Protein FAM162A	1.0	0.999	4	26	0	26	8	5	5	2	3	3	0	0	0	0	0	0	8	5	5	2	3	3	287353.47	316244.16	263150.72	174960.47	242739.6	276738.8	124047.516	123331.34	129359.11	137548.11	137474.12	129086.555	tr|A0A8I5KUL7|A0A8I5KUL7_HUMAN, tr|F8W7Q4|F8W7Q4_HUMAN
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens	1:Experimental evidence at protein level	PAT complex subunit CCDC47	1.0	0.999	7	31	31	31	9	6	3	3	4	6	9	6	3	3	4	6	9	6	3	3	4	6	139201.92	84304.664	60689.203	176102.22	213655.94	196810.19	60220.574	65200.254	57052.254	55988.465	58667.996	54266.18	
sp|Q96A35|RM24_HUMAN	Q96A35	RM24_HUMAN	MRPL24	216	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24m	1.0	0.999	6	32	17	32	7	6	6	6	3	4	4	3	4	3	2	1	7	6	6	6	3	4	299438.25	251246.67	543976.75	499531.72	441218.34	443906.0	164605.19	156276.4	166804.45	166001.83	168477.48	148854.95	
sp|Q96A49|SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	SYAP1	352	Homo sapiens	1:Experimental evidence at protein level	Synapse-associated protein 1	1.0	0.999	13	111	111	111	19	21	20	16	17	18	19	21	20	16	17	18	19	21	20	16	17	18	1222861.1	1229046.9	1299873.9	1171512.5	1215549.9	1193798.4	260357.84	267623.28	270031.6	271018.94	254489.69	251268.53	
sp|Q96A65|EXOC4_HUMAN	Q96A65	EXOC4_HUMAN	EXOC4	974	Homo sapiens	1:Experimental evidence at protein level	Exocyst complex component 4	1.0	0.999	21	131	131	131	23	24	15	24	21	24	23	24	15	24	21	24	23	24	15	24	21	24	876018.44	883352.25	816772.75	899732.75	823295.3	851365.06	94000.66	95678.38	87959.13	92991.86	89533.75	89589.78	
sp|Q96AB3|ISOC2_HUMAN	Q96AB3	ISOC2_HUMAN	ISOC2	205	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 2	1.0	0.999	6	52	1	52	10	10	7	7	8	10	0	0	0	1	0	0	10	10	7	7	8	10	509315.62	558024.94	488076.47	465065.7	455945.84	414537.44	255458.62	271912.16	241112.52	230583.02	225762.86	207280.31	
sp|Q96AD5|PLPL2_HUMAN	Q96AD5	PLPL2_HUMAN	PNPLA2	504	Homo sapiens	1:Experimental evidence at protein level	Patatin-like phospholipase domain-containing protein 2	0.9999	0.999	2	7	7	7	2	1	0	1	2	1	2	1	0	1	2	1	2	1	0	1	2	1	43936.598	34515.855	27158.8	29363.648	30755.826	26041.086	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.999	26	548	0	570	104	84	88	91	87	94	0	0	0	0	0	0	105	85	90	93	94	103	8881055.0	9147441.0	9140284.0	8988127.0	8978156.0	8803683.0	921001.56	912112.7	900419.8	883844.56	888148.2	869960.25	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.999	6	49	44	49	8	8	9	8	8	8	7	7	8	8	7	7	8	8	9	8	8	8	395989.47	322732.44	381728.06	386955.38	397778.88	377685.9	100312.45	95119.65	96625.48	97275.83	95106.62	89256.12	
sp|Q96AJ9|VTI1A_HUMAN	Q96AJ9	VTI1A_HUMAN	VTI1A	217	Homo sapiens	1:Experimental evidence at protein level	Vesicle transport through interaction with t-SNAREs homolog 1A	1.0	0.999	2	18	14	18	4	3	3	2	3	3	3	2	3	1	3	2	4	3	3	2	3	3	74788.734	34501.684	36542.266	41207.688	43169.746	83199.66	38905.824	0.0	0.0	0.0	0.0	43196.7	
sp|Q96AQ8|MCUR1_HUMAN	Q96AQ8	MCUR1_HUMAN	MCUR1	359	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial calcium uniporter regulator 1	1.0	0.999	2	9	1	9	2	1	1	2	2	1	0	0	0	1	0	0	2	1	1	2	2	1	180816.16	174781.19	206922.3	80098.65	125671.7	116316.11	123240.836	122025.54	135317.69	69820.83	99190.65	94605.04	
sp|Q96AT1|K1143_HUMAN	Q96AT1	K1143_HUMAN	KIAA1143	154	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein KIAA1143	1.0	0.999	4	19	19	19	1	3	3	3	6	3	1	3	3	3	6	3	1	3	3	3	6	3	132646.53	184626.55	197292.6	174235.14	166387.64	186866.81	90523.07	81184.625	88528.375	82407.75	80100.98	85522.14	
sp|Q96AT9|RPE_HUMAN	Q96AT9	RPE_HUMAN	RPE	228	Homo sapiens	1:Experimental evidence at protein level	Ribulose-phosphate 3-epimerase	1.0	0.999	5	32	0	32	7	6	5	4	4	6	0	0	0	0	0	0	7	6	5	4	4	6	193179.6	189125.72	178756.44	139210.5	161053.75	149514.33	63170.47	65973.83	58400.38	51771.793	52334.156	46363.402	
sp|Q96AX1|VP33A_HUMAN	Q96AX1	VP33A_HUMAN	VPS33A	596	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 33A	1.0	0.999	7	35	0	35	5	6	4	5	7	8	0	0	0	0	0	0	5	6	4	5	7	8	182015.97	248456.66	173747.31	163814.84	246994.97	271180.56	53414.54	56168.516	57514.27	55642.258	57186.008	57072.08	tr|A0A2R8YF87|A0A2R8YF87_HUMAN
sp|Q96AY4|TTC28_HUMAN	Q96AY4	TTC28_HUMAN	TTC28	2481	Homo sapiens	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 28	0.999	0.999	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1931.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A087WW06|A0A087WW06_HUMAN
sp|Q96B01|R51A1_HUMAN	Q96B01	R51A1_HUMAN	RAD51AP1	352	Homo sapiens	1:Experimental evidence at protein level	RAD51-associated protein 1	0.9514	0.999	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	47911.047	53359.797	46603.55	45286.594	33008.62	0.0	0.0	0.0	0.0	0.0	0.0	tr|F5H1Y0|F5H1Y0_HUMAN, tr|H0YGT5|H0YGT5_HUMAN
sp|Q96B23|ARK2N_HUMAN	Q96B23	ARK2N_HUMAN	ARK2N	404	Homo sapiens	1:Experimental evidence at protein level	Protein ARK2N	1.0	0.999	3	8	1	8	3	1	1	2	1	0	1	0	0	0	0	0	3	1	1	2	1	0	38938.992	37331.332	31563.201	31569.248	8921.201	30774.318	30892.736	31501.55	23272.64	0.0	0.0	0.0	
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP43	1.0	0.999	9	70	0	70	13	15	8	11	12	11	0	0	0	0	0	0	13	15	8	11	12	11	828266.9	916199.7	879707.6	867956.0	913415.0	886186.7	169658.94	183143.64	177353.83	178401.27	181551.58	184853.84	
sp|Q96B36|AKTS1_HUMAN	Q96B36	AKTS1_HUMAN	AKT1S1	256	Homo sapiens	1:Experimental evidence at protein level	Proline-rich AKT1 substrate 1	1.0	0.999	3	21	21	21	6	2	5	3	4	1	6	2	5	3	4	1	6	2	5	3	4	1	122122.01	126216.89	100622.266	96769.94	101453.4	91043.97	85029.54	81020.94	72526.086	71687.086	74334.82	64953.094	
sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM6 homolog	1.0	0.999	2	12	12	12	1	3	1	2	3	2	1	3	1	2	3	2	1	3	1	2	3	2	34393.938	469735.94	397886.9	289230.5	358585.4	325382.06	0.0	433866.78	366320.0	281605.16	315219.06	300473.2	
sp|Q96B54|ZN428_HUMAN	Q96B54	ZN428_HUMAN	ZNF428	188	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 428	1.0	0.999	4	41	0	41	8	7	5	6	8	7	0	0	0	0	0	0	8	7	5	6	8	7	656506.5	674237.25	714386.5	685665.44	699807.3	691674.6	210551.06	221079.0	230074.83	221223.61	227491.4	220963.47	tr|M0QXZ5|M0QXZ5_HUMAN
sp|Q96BD8|SKA1_HUMAN	Q96BD8	SKA1_HUMAN	SKA1	255	Homo sapiens	1:Experimental evidence at protein level	Spindle and kinetochore-associated protein 1	1.0	0.999	6	37	30	37	6	6	6	6	6	7	5	5	5	5	5	5	6	6	6	6	6	7	271298.8	283612.34	269444.25	272988.16	272482.2	248282.08	98476.2	101563.52	95682.53	108969.71	105880.54	102370.77	
sp|Q96BH1|RNF25_HUMAN	Q96BH1	RNF25_HUMAN	RNF25	459	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF25	1.0	0.999	3	16	16	16	2	4	1	3	4	2	2	4	1	3	4	2	2	4	1	3	4	2	71414.39	68704.414	37210.76	69526.73	57675.266	52239.965	34732.58	33159.863	0.0	34065.305	28958.838	32018.814	
sp|Q96BJ3|AIDA_HUMAN	Q96BJ3	AIDA_HUMAN	AIDA	306	Homo sapiens	1:Experimental evidence at protein level	Axin interactor, dorsalization-associated protein	1.0	0.999	6	26	26	26	4	6	4	5	5	2	4	6	4	5	5	2	4	6	4	5	5	2	185656.64	207466.17	172394.12	192030.48	188601.97	177701.64	61233.93	64840.24	59024.9	67981.57	67733.07	65681.02	
sp|Q96BK5|PINX1_HUMAN	Q96BK5	PINX1_HUMAN	PINX1	328	Homo sapiens	1:Experimental evidence at protein level	PIN2/TERF1-interacting telomerase inhibitor 1	1.0	0.999	3	17	5	17	3	2	3	4	2	3	1	0	1	1	1	1	3	2	3	4	2	3	82695.984	91572.45	83421.24	104915.414	112702.625	92368.3	36482.402	40896.68	34232.46	43264.746	41130.836	41534.555	
sp|Q96BN2|TADA1_HUMAN	Q96BN2	TADA1_HUMAN	TADA1	335	Homo sapiens	1:Experimental evidence at protein level	Transcriptional adapter 1	0.9498	0.999	1	5	5	5	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0	18000.113	6406.29	13011.68	17020.541	14088.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BN8|OTUL_HUMAN	Q96BN8	OTUL_HUMAN	OTULIN	352	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase otulin	1.0	0.999	10	36	21	36	6	9	8	3	5	5	3	4	4	2	4	4	6	9	8	3	5	5	379047.53	395448.84	383471.66	398092.94	381233.2	358087.97	102456.14	102439.87	100420.195	105385.4	106372.46	102194.61	
sp|Q96BP2|CHCH1_HUMAN	Q96BP2	CHCH1_HUMAN	CHCHD1	118	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS37	0.9514	0.999	1	8	0	8	1	2	1	1	2	1	0	0	0	0	0	0	1	2	1	1	2	1	0.0	58984.793	0.0	56309.902	58797.977	60027.34	0.0	0.0	0.0	0.0	0.0	0.0	tr|A6NJX6|A6NJX6_HUMAN
sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	Homo sapiens	1:Experimental evidence at protein level	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	1.0	0.999	19	124	0	124	21	22	20	22	20	19	0	0	0	0	0	0	21	22	20	22	20	19	901228.3	960604.2	927933.0	917080.2	877032.94	877039.9	98764.695	100372.51	103061.0	102106.94	101152.31	103840.086	
sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 7	1.0	0.999	8	81	81	81	15	13	12	15	13	13	15	13	12	15	13	13	15	13	12	15	13	13	529881.94	542523.6	517987.03	588021.1	623083.56	642117.4	103436.03	104620.49	108063.59	118242.78	118875.81	120405.484	
sp|Q96BT3|CENPT_HUMAN	Q96BT3	CENPT_HUMAN	CENPT	561	Homo sapiens	1:Experimental evidence at protein level	Centromere protein T	1.0	0.999	2	6	1	6	2	2	0	0	1	1	1	0	0	0	0	0	2	2	0	0	1	1	28859.686	15817.965	0.0	0.0	13333.604	12835.687	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens	1:Experimental evidence at protein level	Phosphotriesterase-related protein	1.0	0.999	6	29	18	29	6	6	5	4	4	4	3	3	3	3	3	3	6	6	5	4	4	4	272193.84	336794.72	290621.0	353759.6	332851.53	316480.25	83132.195	86709.8	83862.54	86929.69	79271.93	81716.14	
sp|Q96BW9|TAM41_HUMAN	Q96BW9	TAM41_HUMAN	TAMM41	452	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate cytidylyltransferase, mitochondrial	1.0	0.999	5	14	4	14	1	2	4	3	2	2	0	0	2	1	1	0	1	2	4	3	2	2	80232.1	57648.824	145040.69	122432.91	89793.62	59661.71	56876.656	54544.71	51803.14	49805.805	63979.086	46613.008	
sp|Q96BX8|MOB3A_HUMAN	Q96BX8	MOB3A_HUMAN	MOB3A	217	Homo sapiens	1:Experimental evidence at protein level	MOB kinase activator 3A	0.9514	0.999	1	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	17358.146	14143.451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BZ8|LENG1_HUMAN	Q96BZ8	LENG1_HUMAN	LENG1	264	Homo sapiens	1:Experimental evidence at protein level	Leukocyte receptor cluster member 1	1.0	0.999	2	8	8	8	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	48378.164	39138.383	19423.771	44078.36	50456.0	51887.625	31180.648	25510.498	0.0	29156.824	31452.719	33905.652	
sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	Homo sapiens	1:Experimental evidence at protein level	Protein FAM136A	1.0	0.999	6	58	8	58	10	12	8	9	11	8	1	2	1	1	1	2	10	12	8	9	11	8	380689.47	633288.1	601046.6	408115.84	419192.28	424918.66	123053.234	152206.47	141505.64	134833.69	137924.25	142286.84	
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.999	9	75	25	75	11	11	15	11	14	13	4	4	6	3	4	4	11	11	15	11	14	13	1052271.2	1090301.0	1186012.8	1140813.4	1196708.9	1163644.0	235954.48	241571.2	259305.8	256566.6	264147.1	267219.56	
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens	1:Experimental evidence at protein level	Galactose mutarotase	1.0	0.999	9	71	0	71	14	12	12	13	11	9	0	0	0	0	0	0	14	12	12	13	11	9	627410.3	678899.8	673557.8	711687.44	733798.94	736757.06	188478.5	176942.11	186439.92	190116.81	191508.69	195366.36	
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase 2	1.0	0.999	9	116	0	137	18	22	19	21	19	17	0	0	0	0	0	0	21	26	22	25	22	21	1570623.8	1609487.0	1579342.8	1561865.0	1556411.6	1530375.6	359654.0	363687.56	358120.53	360805.94	363469.25	355154.94	tr|A0A087WTV6|A0A087WTV6_HUMAN
sp|Q96C57|CSTOS_HUMAN	Q96C57	CSTOS_HUMAN	CUSTOS	262	Homo sapiens	1:Experimental evidence at protein level	Protein CUSTOS	1.0	0.999	6	43	0	43	6	7	8	8	7	7	0	0	0	0	0	0	6	7	8	8	7	7	251150.61	387990.56	242921.75	338525.4	357636.66	279363.03	79241.19	77361.94	79487.734	78876.4	80389.75	86515.84	tr|F5H7W8|F5H7W8_HUMAN
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	1:Experimental evidence at protein level	m7GpppX diphosphatase	1.0	0.999	10	62	24	62	10	10	11	10	8	13	4	4	4	4	3	5	10	10	11	10	8	13	533356.75	483532.84	505513.8	466926.0	496287.2	470209.6	110311.82	106103.46	105568.086	104018.805	108605.4	107256.43	
sp|Q96C90|PP14B_HUMAN	Q96C90	PP14B_HUMAN	PPP1R14B	147	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14B	1.0	0.999	5	82	56	82	13	16	16	14	14	9	7	12	12	8	11	6	13	16	16	14	14	9	805230.1	720595.4	736317.4	791306.9	855130.75	674701.44	268891.53	251420.81	239059.88	259180.0	257571.3	214025.28	
sp|Q96CB8|INT12_HUMAN	Q96CB8	INT12_HUMAN	INTS12	462	Homo sapiens	1:Experimental evidence at protein level	Integrator complex subunit 12	1.0	0.999	2	3	2	3	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	2	1	0	206913.9	204324.05	264611.6	174913.4	159001.45	171388.0	0.0	0.0	168361.97	139022.42	122564.66	136583.56	
